Purchase ID | Purchase Date | Delivery Date | Quantity | Supplier Id | Product Id | User Id
purchase680 | 2019-06-08 | 2021-09-13 | 25 | supplier7 | product526 | user1
purchase681 | 2020-09-05 | 2021-03-30 | 39 | supplier7 | product527 | user1
purchase682 | 2019-04-09 | 2021-12-15 | 57 | supplier7 | product528 | user1
purchase683 | 2019-03-27 | 2019-11-09 | 3 | supplier7 | product529 | user1
purchase684 | 2019-09-27 | 2020-06-29 | 34 | supplier7 | product530 | user1
purchase685 | 2021-07-25 | 2021-10-26 | 19 | supplier7 | product531 | user1
purchase686 | 2019-05-03 | 2019-07-22 | 58 | supplier7 | product532 | user1
purchase687 | 2020-02-14 | 2021-01-22 | 67 | supplier7 | product533 | user1
purchase688 | 2021-07-28 | 2021-11-06 | 76 | supplier7 | product534 | user1
purchase689 | 2021-03-23 | 2021-04-05 | 38 | supplier7 | product535 | user1
purchase690 | 2019-05-11 | 2019-08-02 | 26 | supplier7 | product536 | user1
purchase691 | 2020-03-29 | 2020-08-10 | 44 | supplier7 | product537 | user1
purchase692 | 2021-10-01 | 2021-11-26 | 20 | supplier7 | product538 | user1
purchase693 | 2020-09-28 | 2021-03-08 | 21 | supplier7 | product539 | user1
purchase694 | 2021-09-17 | 2021-11-07 | 59 | supplier7 | product540 | user1
purchase695 | 2020-07-25 | 2021-11-12 | 34 | supplier7 | product541 | user1
purchase696 | 2019-02-01 | 2020-11-10 | 72 | supplier7 | product542 | user1
purchase697 | 2020-01-31 | 2022-02-08 | 40 | supplier5 | product312 | user1
purchase698 | 2021-07-17 | 2022-01-14 | 89 | supplier5 | product313 | user1
purchase699 | 2020-11-02 | 2021-04-02 | 67 | supplier5 | product314 | user1
purchase700 | 2021-04-27 | 2022-02-09 | 83 | supplier5 | product315 | user1
purchase701 | 2019-08-31 | 2020-01-14 | 35 | supplier5 | product316 | user1
purchase702 | 2020-12-15 | 2021-04-18 | 50 | supplier5 | product317 | user1
purchase703 | 2020-10-08 | 2021-08-28 | 87 | supplier5 | product318 | user1
purchase704 | 2021-08-26 | 2022-03-07 | 82 | supplier5 | product319 | user1
purchase705 | 2019-09-06 | 2020-05-11 | 70 | supplier5 | product320 | user1
purchase706 | 2020-04-01 | 2020-06-13 | 36 | supplier5 | product321 | user1
purchase707 | 2019-05-22 | 2020-07-04 | 64 | supplier5 | product322 | user1
purchase708 | 2022-04-28 | 2022-05-21 | 21 | supplier5 | product323 | user1
purchase709 | 2021-10-17 | 2022-06-30 | 76 | supplier5 | product324 | user1
purchase710 | 2020-11-27 | 2021-01-20 | 33 | supplier5 | product325 | user1
purchase711 | 2020-08-08 | 2021-12-08 | 27 | supplier5 | product326 | user1
purchase712 | 2021-03-17 | 2022-01-06 | 85 | supplier5 | product327 | user1
purchase713 | 2019-11-21 | 2020-09-02 | 34 | supplier5 | product328 | user1
purchase714 | 2022-03-30 | 2022-07-04 | 24 | supplier5 | product329 | user1
purchase715 | 2019-08-05 | 2020-07-06 | 27 | supplier5 | product330 | user1
purchase716 | 2019-08-20 | 2020-09-08 | 44 | supplier5 | product331 | user1
purchase717 | 2022-07-07 | 2022-08-28 | 83 | supplier5 | product332 | user1
purchase718 | 2021-06-07 | 2021-11-29 | 42 | supplier5 | product333 | user1
purchase719 | 2019-01-06 | 2021-04-22 | 78 | supplier5 | product334 | user1
purchase720 | 2021-06-04 | 2021-06-13 | 64 | supplier5 | product335 | user1
purchase721 | 2019-11-16 | 2021-04-02 | 15 | supplier5 | product336 | user1
purchase722 | 2021-02-15 | 2022-04-21 | 68 | supplier5 | product337 | user1
purchase723 | 2019-05-17 | 2019-11-20 | 2 | supplier5 | product338 | user1
purchase724 | 2021-05-23 | 2021-05-24 | 56 | supplier5 | product339 | user1
purchase725 | 2021-03-23 | 2021-06-07 | 90 | supplier5 | product340 | user1
purchase726 | 2020-11-06 | 2021-04-15 | 10 | supplier5 | product341 | user1
purchase727 | 2019-02-15 | 2019-04-26 | 69 | supplier5 | product342 | user1
purchase728 | 2022-03-23 | 2022-05-18 | 41 | supplier5 | product343 | user1
purchase729 | 2021-05-09 | 2021-06-05 | 67 | supplier5 | product344 | user1
purchase730 | 2021-08-28 | 2021-09-08 | 1 | supplier5 | product345 | user1
purchase731 | 2019-03-30 | 2021-09-01 | 83 | supplier5 | product346 | user1
purchase732 | 2019-08-09 | 2020-03-19 | 23 | supplier5 | product347 | user1
purchase733 | 2021-03-12 | 2021-12-13 | 90 | supplier5 | product348 | user1
purchase734 | 2019-08-05 | 2019-10-04 | 45 | supplier5 | product349 | user1
purchase735 | 2020-01-14 | 2020-02-12 | 57 | supplier5 | product350 | user1
purchase736 | 2020-01-22 | 2021-04-25 | 37 | supplier5 | product351 | user1
purchase737 | 2022-03-03 | 2022-05-28 | 44 | supplier5 | product352 | user1
purchase738 | 2021-04-26 | 2021-06-09 | 21 | supplier5 | product353 | user1
purchase739 | 2019-07-10 | 2020-05-08 | 7 | supplier5 | product354 | user1
purchase740 | 2020-06-02 | 2020-09-29 | 87 | supplier5 | product355 | user1
purchase741 | 2019-01-03 | 2019-02-11 | 3 | supplier5 | product356 | user1
purchase742 | 2020-11-06 | 2021-07-23 | 37 | supplier5 | product357 | user1
purchase743 | 2020-01-24 | 2020-04-12 | 1 | supplier5 | product358 | user1
purchase744 | 2020-12-06 | 2022-06-13 | 7 | supplier5 | product359 | user1
purchase745 | 2021-03-18 | 2021-04-20 | 88 | supplier5 | product360 | user1
purchase746 | 2019-01-05 | 2021-04-06 | 51 | supplier5 | product361 | user1
purchase747 | 2020-10-18 | 2021-07-21 | 86 | supplier5 | product362 | user1
purchase748 | 2019-06-19 | 2021-05-11 | 76 | supplier5 | product363 | user1
purchase749 | 2021-07-16 | 2021-08-07 | 85 | supplier5 | product364 | user1
purchase750 | 2019-11-28 | 2021-03-14 | 60 | supplier5 | product365 | user1
purchase751 | 2019-01-27 | 2019-12-31 | 42 | supplier5 | product366 | user1
purchase752 | 2019-05-22 | 2020-07-23 | 11 | supplier5 | product367 | user1
purchase753 | 2019-06-01 | 2019-07-02 | 2 | supplier5 | product368 | user1
purchase754 | 2019-12-17 | 2020-04-18 | 89 | supplier5 | product369 | user1
purchase755 | 2019-07-31 | 2021-05-15 | 2 | supplier5 | product370 | user1
purchase756 | 2020-07-21 | 2020-12-30 | 87 | supplier5 | product371 | user1
purchase757 | 2019-04-06 | 2019-08-28 | 45 | supplier5 | product372 | user1
purchase758 | 2020-04-21 | 2021-09-14 | 56 | supplier5 | product373 | user1
purchase759 | 2019-12-22 | 2021-05-12 | 79 | supplier5 | product374 | user1
purchase760 | 2021-02-17 | 2021-06-04 | 86 | supplier5 | product375 | user1
purchase761 | 2021-10-15 | 2022-01-14 | 76 | supplier5 | product376 | user1
purchase762 | 2020-03-31 | 2021-12-13 | 83 | supplier5 | product377 | user1
purchase763 | 2020-11-20 | 2021-12-04 | 84 | supplier5 | product378 | user1
purchase764 | 2019-09-14 | 2020-03-22 | 73 | supplier5 | product379 | user1
purchase765 | 2019-02-09 | 2020-10-19 | 8 | supplier5 | product380 | user1
purchase766 | 2019-03-13 | 2021-03-11 | 67 | supplier5 | product381 | user1
purchase767 | 2019-05-10 | 2020-07-06 | 69 | supplier5 | product382 | user1
purchase768 | 2020-10-05 | 2021-02-03 | 62 | supplier5 | product383 | user1
purchase769 | 2021-09-15 | 2022-06-09 | 90 | supplier5 | product384 | user1
purchase770 | 2019-02-15 | 2019-03-25 | 77 | supplier5 | product385 | user1
purchase771 | 2019-10-30 | 2020-11-07 | 37 | supplier5 | product386 | user1
purchase772 | 2020-01-10 | 2022-06-11 | 58 | supplier5 | product387 | user1
purchase773 | 2021-05-26 | 2021-09-15 | 70 | supplier5 | product388 | user1
